patient_number,location_number,frame_number,SSIM,L1,L2
120,0,0,0.9006973505020142,0.021981503814458847,0.0024996381253004074,
120,0,1,0.9070514440536499,0.02124614454805851,0.0019993367604911327,
120,0,2,0.9110677242279053,0.020417122170329094,0.0015093493275344372,
120,0,3,0.9048222303390503,0.021587209776043892,0.0017407209379598498,
120,0,4,0.9130551815032959,0.019706930965185165,0.001678357133641839,
120,0,5,0.916873037815094,0.01905161887407303,0.0013743059244006872,
120,0,6,0.9254249334335327,0.018179647624492645,0.001056141685694456,
120,0,7,0.926115870475769,0.01853415183722973,0.0011846027337014675,
120,0,8,0.9183226227760315,0.01983979344367981,0.0015363491838797927,
120,0,9,0.9102674126625061,0.020819447934627533,0.0018840411212295294,
120,0,10,0.9038652181625366,0.022232338786125183,0.0020777692552655935,
120,0,11,0.9131047129631042,0.021253511309623718,0.0019137717317789793,
120,0,12,0.9113564491271973,0.021359197795391083,0.0017904582200571895,
120,0,13,0.925450325012207,0.018135737627744675,0.0012246075784787536,
120,0,14,0.9252184629440308,0.018254123628139496,0.00102849246468395,
120,0,15,0.9360778331756592,0.01723512075841427,0.0008816095069050789,
120,0,16,0.9375455379486084,0.017330853268504143,0.000919884885661304,
120,0,17,0.9420019388198853,0.01718420535326004,0.0008730422705411911,
120,0,18,0.9428399801254272,0.01721813902258873,0.0008165726903825998,
120,0,19,0.9453209042549133,0.017150672152638435,0.0008221778552979231,
120,0,20,0.9432229399681091,0.01724795624613762,0.0008270944817923009,
120,0,21,0.9428896903991699,0.01706783100962639,0.0007812822586856782,
120,0,22,0.945639967918396,0.016172019764780998,0.0007143639959394932,
120,0,23,0.9420619010925293,0.01655341498553753,0.0007179721724241972,
120,1,0,0.9079705476760864,0.02035800740122795,0.002035105135291815,
120,1,1,0.9101865291595459,0.020821329206228256,0.002101345220580697,
120,1,2,0.9165662527084351,0.01957104355096817,0.001764973858371377,
120,1,3,0.9269461035728455,0.016470126807689667,0.0012743406696245074,
120,1,4,0.9315844178199768,0.01602926477789879,0.0010933581506833434,
120,1,5,0.9355633854866028,0.015046617947518826,0.0008619477739557624,
120,1,6,0.9378416538238525,0.01573335751891136,0.0008530558552592993,
120,1,7,0.9347773790359497,0.015815675258636475,0.0008899678941816092,
120,1,8,0.9313360452651978,0.016470545902848244,0.0011261389590799809,
120,1,9,0.919144868850708,0.017545297741889954,0.001566929160617292,
120,1,10,0.9185984134674072,0.018286019563674927,0.0018033080268651247,
120,1,11,0.921745240688324,0.01863187365233898,0.001670928206294775,
120,1,12,0.9228992462158203,0.01780451461672783,0.001519014360383153,
120,1,13,0.927855372428894,0.01753217726945877,0.0012910611694678664,
120,1,14,0.9304341673851013,0.016976121813058853,0.0010959040373563766,
120,1,15,0.936179518699646,0.016825400292873383,0.0010330552468076348,
120,1,16,0.9357612133026123,0.01613220013678074,0.0009260899387300014,
120,1,17,0.941693902015686,0.016511136665940285,0.0008579915738664567,
120,1,18,0.9393330812454224,0.016381800174713135,0.0008166340412572026,
120,1,19,0.9405035972595215,0.016905995085835457,0.0008165108156390488,
120,1,20,0.940673291683197,0.017109515145421028,0.000870650343131274,
120,1,21,0.9421653747558594,0.015796860679984093,0.0007509610150009394,
120,1,22,0.9476128220558167,0.015638619661331177,0.0007485143141821027,
120,1,23,0.9446327686309814,0.016469363123178482,0.0007947497069835663,
120,2,0,0.909764289855957,0.022021058946847916,0.0018197059398517013,
120,2,1,0.9003148078918457,0.02335352636873722,0.002009908203035593,
120,2,2,0.9039519429206848,0.02312205545604229,0.0016893711872398853,
120,2,3,0.9129066467285156,0.020704910159111023,0.0012903956230729818,
120,2,4,0.9228099584579468,0.01881471835076809,0.0011084869038313627,
120,2,5,0.9291385412216187,0.018244199454784393,0.0011350869899615645,
120,2,6,0.9311403036117554,0.01736658439040184,0.0010430809343233705,
120,2,7,0.9357829093933105,0.01683003455400467,0.0009787504095584154,
120,2,8,0.9389892816543579,0.01706128567457199,0.0009000597056001425,
120,2,9,0.9388123750686646,0.016349297016859055,0.0010489209089428186,
120,2,10,0.9193720817565918,0.01850169152021408,0.0016695945523679256,
120,2,11,0.9250955581665039,0.018032915890216827,0.0015768853481858969,
120,2,12,0.93284672498703,0.016192108392715454,0.0011372448643669486,
120,2,13,0.9356269836425781,0.016106560826301575,0.0010585011914372444,
120,2,14,0.9331233501434326,0.017165647819638252,0.0010136165656149387,
120,2,15,0.942213773727417,0.01706436462700367,0.0009076142450794578,
120,2,16,0.9466179013252258,0.01624441333115101,0.0008146676700562239,
120,2,17,0.9485683441162109,0.016564110293984413,0.0008177956333383918,
120,2,18,0.9498044848442078,0.015208850614726543,0.0007021550554782152,
120,2,19,0.9471355080604553,0.016027089208364487,0.0007608141168020666,
120,2,20,0.9523532390594482,0.014701319858431816,0.0006538197631016374,
120,2,21,0.9482266306877136,0.015236102044582367,0.0006574165308848023,
120,2,22,0.9496888518333435,0.014752201735973358,0.000620595586951822,
120,2,23,0.9443255066871643,0.01662718504667282,0.0007446842500939965,
120,3,0,0.9251505732536316,0.017586108297109604,0.0013774599647149444,
120,3,1,0.9213522672653198,0.018837329000234604,0.0015653593000024557,
120,3,2,0.9241359829902649,0.017354672774672508,0.001289521111175418,
120,3,3,0.9309921264648438,0.016187570989131927,0.00099711783695966,
120,3,4,0.9365355968475342,0.01469107624143362,0.0007593986229039729,
120,3,5,0.9409481287002563,0.0144263980910182,0.0007575206691399217,
120,3,6,0.9407984614372253,0.014048755168914795,0.0007390792015939951,
120,3,7,0.9426116943359375,0.014305219054222107,0.000790927791967988,
120,3,8,0.942922830581665,0.013958033174276352,0.0006897543207742274,
120,3,9,0.9372905492782593,0.014521323144435883,0.000956880219746381,
120,3,10,0.9316443800926208,0.014872955158352852,0.0011986392783001065,
120,3,11,0.929724395275116,0.015500102192163467,0.0012458572164177895,
120,3,12,0.9361764192581177,0.014650508761405945,0.0009952447144314647,
120,3,13,0.9406730532646179,0.014227306470274925,0.0008193683461286128,
120,3,14,0.9431958198547363,0.01436297595500946,0.000728466606233269,
120,3,15,0.9422273635864258,0.014314866624772549,0.0006903121247887611,
120,3,16,0.9497594237327576,0.01393861137330532,0.00065408437512815,
120,3,17,0.9518296718597412,0.013681534677743912,0.0005998826818540692,
120,3,18,0.9503086805343628,0.013599948026239872,0.000597036094404757,
120,3,19,0.9532777070999146,0.013175725005567074,0.0005374646279960871,
120,3,20,0.9537792801856995,0.01247389242053032,0.0005120691494084895,
120,3,21,0.9547848701477051,0.012518547475337982,0.0005052637425251305,
120,3,22,0.9546129703521729,0.012081771157681942,0.000472941726911813,
120,3,23,0.9516571760177612,0.012703126296401024,0.00047585228458046913,
120,4,0,0.923294186592102,0.015980979427695274,0.0011924284044653177,
120,4,1,0.9207539558410645,0.017465442419052124,0.001433689147233963,
120,4,2,0.9266507029533386,0.0163562074303627,0.0012558909365907311,
120,4,3,0.929844081401825,0.015087166801095009,0.0009602910140529275,
120,4,4,0.9439110159873962,0.013263557106256485,0.0006618039915338159,
120,4,5,0.9488609433174133,0.012229309417307377,0.0005504627479240298,
120,4,6,0.9452351331710815,0.012169347144663334,0.0005769167328253388,
120,4,7,0.9407460689544678,0.012948770076036453,0.0007159464876167476,
120,4,8,0.9328963160514832,0.014247649349272251,0.000900502665899694,
120,4,9,0.9316304922103882,0.014400709420442581,0.0009366604499518871,
120,4,10,0.9251189231872559,0.014818709343671799,0.0011904233833774924,
120,4,11,0.9291680455207825,0.01470101997256279,0.0012030033394694328,
120,4,12,0.9346892833709717,0.01371467299759388,0.0008840066147968173,
120,4,13,0.9432246088981628,0.01280435360968113,0.0006596165476366878,
120,4,14,0.9460641145706177,0.01203112117946148,0.0005169351934455335,
120,4,15,0.9454241991043091,0.012056129984557629,0.000501686183270067,
120,4,16,0.9478826522827148,0.011781997978687286,0.0004784167977049947,
120,4,17,0.9496174454689026,0.011444777250289917,0.00043363345321267843,
120,4,18,0.9521113634109497,0.01177319884300232,0.00046543937060050666,
120,4,19,0.947472095489502,0.01196243055164814,0.0004894330631941557,
120,4,20,0.9494165182113647,0.011638648808002472,0.0004484012024477124,
120,4,21,0.9515379071235657,0.011387130245566368,0.00041490193689242005,
120,4,22,0.9510767459869385,0.011240712366998196,0.0003835373790934682,
120,4,23,0.949379563331604,0.010963116772472858,0.00036041057319380343,
120,5,0,0.9252653121948242,0.01811578869819641,0.001436714781448245,
120,5,1,0.9132845401763916,0.018545091152191162,0.0016676400555297732,
120,5,2,0.9200795888900757,0.01771869882941246,0.0014263361226767302,
120,5,3,0.9297144412994385,0.015536684542894363,0.001053128158673644,
120,5,4,0.9380432367324829,0.014268480241298676,0.0008111667120829225,
120,5,5,0.9425075054168701,0.01350438129156828,0.0007043159566819668,
120,5,6,0.9430067539215088,0.01390555128455162,0.0007665394805371761,
120,5,7,0.933347225189209,0.015838032588362694,0.0010448356624692678,
120,5,8,0.9310498237609863,0.015192662365734577,0.0010399679886177182,
120,5,9,0.9279155731201172,0.015405010432004929,0.0011911701876670122,
120,5,10,0.9331656098365784,0.014760240912437439,0.0011496468214318156,
120,5,11,0.9326812028884888,0.01534231286495924,0.001167036360129714,
120,5,12,0.9242291450500488,0.01526640821248293,0.001085923402570188,
120,5,13,0.93914794921875,0.014159681275486946,0.0008149762870743871,
120,5,14,0.9441246390342712,0.012952503748238087,0.0005760274943895638,
120,5,15,0.949468731880188,0.013057263568043709,0.0005290349945425987,
120,5,16,0.9524813890457153,0.012986086308956146,0.0005117718828842044,
120,5,17,0.951664924621582,0.01258328277617693,0.0004805440257769078,
120,5,18,0.9515698552131653,0.013601016253232956,0.0005217764410190284,
120,5,19,0.9560480117797852,0.012268011458218098,0.00046061136526986957,
120,5,20,0.9549055099487305,0.012712297961115837,0.0005051185144111514,
120,5,21,0.9534775614738464,0.012174523435533047,0.0004339024890214205,
120,5,22,0.9513439536094666,0.013338202610611916,0.0005094713997095823,
120,5,23,0.9523402452468872,0.011486581526696682,0.0003722237888723612,
120,6,0,0.9165257215499878,0.0187111496925354,0.0013553337194025517,
120,6,1,0.9190142750740051,0.017053203657269478,0.0014044265262782574,
120,6,2,0.9236411452293396,0.01617317646741867,0.0012176233576610684,
120,6,3,0.9337273240089417,0.014477666467428207,0.0008246001088991761,
120,6,4,0.9389568567276001,0.014791663736104965,0.0007446883828379214,
120,6,5,0.9406980872154236,0.014705892652273178,0.0006588248070329428,
120,6,6,0.9407109022140503,0.014354434795677662,0.0006462913006544113,
120,6,7,0.9318091869354248,0.015124659985303879,0.0009859432466328144,
120,6,8,0.9199979305267334,0.016284529119729996,0.0012342826230451465,
120,6,9,0.9217226505279541,0.015694426372647285,0.00114983762614429,
120,6,10,0.9281384348869324,0.014969316311180592,0.0009137497399933636,
120,6,11,0.9338662624359131,0.014521587640047073,0.0008814097382128239,
120,6,12,0.9359880685806274,0.014594539068639278,0.0009386411984451115,
120,6,13,0.9347255825996399,0.01445352379232645,0.0008622082532383502,
120,6,14,0.9403589963912964,0.01426283735781908,0.0007228250033222139,
120,6,15,0.944692850112915,0.013909218832850456,0.0006050069350749254,
120,6,16,0.9466260671615601,0.013598820194602013,0.0005514353979378939,
120,6,17,0.9477563500404358,0.01421633455902338,0.0005988820921629667,
120,6,18,0.9528228640556335,0.012271571904420853,0.00044855865417048335,
120,6,19,0.947819709777832,0.012415200471878052,0.00043196300975978374,
120,6,20,0.9494256377220154,0.012575730681419373,0.0004415754519868642,
